"Country","Year","Data.Health.Birth Rate","Data.Health.Death Rate","Data.Health.Fertility Rate","Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total","Data.Health.Population Growth","Data.Health.Total Population","Data.Infrastructure.Mobile Cellular Subscriptions","Data.Infrastructure.Mobile Cellular Subscriptions per 100 People","Data.Infrastructure.Telephone Lines","Data.Infrastructure.Telephone Lines per 100 People","Data.Rural Development.Agricultural Land","Data.Rural Development.Agricultural Land Percent","Data.Rural Development.Arable Land","Data.Rural Development.Arable Land Percent","Data.Rural Development.Land Area","Data.Rural Development.Rural Population","Data.Rural Development.Rural Population Growth","Data.Rural Development.Surface Area","Data.Urban Development.Population Density","Data.Urban Development.Urban Population Percent","Data.Urban Development.Urban Population Percent Growth"
"United States","2009","14.0","8.2","2.072","80.5","75.5","77.9390243902439","0.945865287282592","304093966.0","261300000.0","85.2091651682425","162763000.0","53.076537888552","4141635.0","45.276536990758","0.536227344938505","17.8261739375693","9147420.0","59486862","0.0856572616332229","9831510.0","33.2436868537795","80.438","1.15618567133535"
"United States","2010","13.5","8.4","2.002","80.6","75.7","78.090243902439","0.876651298802912","306771529.0","274283000.0","88.6236461127594","152873000.0","49.3948318058205","4116396.0","45.0006231265209","0.52331975044529","17.5502600733322","9147420.0","59495270","0.0141332145804876","9831510.0","33.5363992251367","80.606","1.08529029428822"
"Canada","1990","14.9","7.3","1.77","80.4","73.89","77.0656097560976","1.78359004586196","27379000.0","345178.0","1.26476557695453","14647789.0","53.6709156020756","677820.0","7.45388744280261","1.65959311881369","4.99675042970206","9093510.0","6417090","1.69829619293388","9984670.0","3.01082860193699","76.562","1.80971568763228"
"Canada","1991","15.0","7.3","1.83","80.65","74.26","77.3770731707317","1.49359310901388","27791000.0","583766.0","2.11067478638026","15295819.0","55.3038366405993","677680.0","7.4523478832706","1.63736461444353","5.00400835321015","9093510.0","6508096","1.40821964081274","9984670.0","3.05613563959351","76.582","1.51971400728748"
"Canada","1992","14.9","7.2","1.7","80.77","74.49","77.5534146341464","1.36050617419992","28171682.0","775831.0","2.76988848091968","15814928.0","56.4627952399094","677530.0","7.45069835520058","1.6175817972104","5.01126627671823","9093510.0","6586539","1.19810805490796","9984670.0","3.09799868257691","76.62","1.41011326283435"
"Canada","1993","14.7","6.9","1.71","80.02","74.75","77.3207317073171","1.22741759955137","28519597.0","1026611.0","3.62130143367573","16246589.0","57.3087528168316","678140.0","7.45740643601866","1.59756815638033","5.01038652841422","9093510.0","6591734","0.0788418978587297","9984670.0","3.13625838647563","76.887","1.57528573046169"
"Canada","1994","13.6","6.8","1.7","80.83","74.69","77.6851219512195","1.09433192142493","28833410.0","1332982.0","4.64837108660193","16716802.0","58.2947849837802","678740.0","7.46400454829873","1.57986863156318","5.00939681157221","9093510.0","6587858","-0.0588182109392249","9984670.0","3.17076794329142","77.152","1.43839672540424"
"Canada","1995","13.1","7.2","1.6695","80.93","74.94","77.8619512195122","0.961244716987835","29111906.0","1865779.0","6.4356647042348","17250407.0","59.502135817578","679340.0","7.47060266057881","1.56448018209457","5.0085170632682","9093510.0","6575215","-0.192098059289005","9984670.0","3.20139374125063","77.414","1.30026136406288"
"Canada","1996","12.6","7.1","1.639","81.02","75.08","77.9775609756098","0.828159179340214","29354000.0","2589780.0","8.84037866114507","17567000.0","59.9660712262568","679940.0","7.47720077285889","1.55130476255366","5.00763731496419","9093510.0","6553280","-0.334158948316874","9984670.0","3.22801646448951","77.675","1.16474222533306"
"Canada","1997","12.0","7.3","1.592","81.15","75.45","78.2304878048781","1.0771646811962","29671900.0","3497779.0","11.8222655785259","17974000.0","60.7509512488995","680550.0","7.48390885367696","1.53441471560635","5.00675756666018","9093510.0","6542357","-0.166818957078526","9984670.0","3.26297546272012","77.951","1.43186037488132"
"Canada","1998","11.6","7.2","1.55","81.4","75.7","78.4804878048781","1.05701539463985","29987200.0","4195000.0","14.0458363687853","18660000.0","62.4780230373145","679440.0","7.47170234595882","1.52061546259737","5.01445536432027","9093510.0","6495228","-0.722974466249376","9984670.0","3.29764854275192","78.34","1.55480276064773"
"Canada","1999","11.4","7.2","1.53","81.5","75.96","78.6624390243902","0.865613663209682","30247900.0","5346000.0","17.7368955495919","19294000.0","64.0134049258936","678340.0","7.45960580677868","1.50982382248024","5.02215316198036","9093510.0","6435543","-0.923153366004388","9984670.0","3.32631734060885","78.724","1.35459018550948"
"Canada","2000","11.2","7.3","1.51","81.7","76.2","78.8829268292683","0.827369318170541","30499200.0","6911038.0","22.7219698376468","20380000.0","67.0049485028504","677230.0","7.44739929906054","1.49967868009653","5.02985095964045","9093510.0","6373418","-0.970031638675207","9984670.0","3.35395243420857","79.103","1.30764135879385"
"Canada","2001","10.9","7.1","1.49","81.9","76.7","79.2365853658537","0.882998576899551","30769700.0","8727000.0","28.4290946227574","20840000.0","67.8884303813756","676130.0","7.4353027598804","1.48880229576499","5.03765872583854","9093510.0","6314558","-0.927814211518486","9984670.0","3.38369892373792","79.478","1.35594393505003"
"Canada","2002","10.6","7.1","1.505","82.1","77.0","79.4878048780488","1.00952166618952","31081900.0","10649000.0","34.3662595813416","21126000.0","68.1774438835029","675020.0","7.42309625216226","1.47610023840241","5.04535652349863","9093510.0","6275436","-0.62147965947573","9984670.0","3.41803110130192","79.81","1.42637638121949"
"Canada","2003","10.7","7.1","1.52","82.1","77.2","79.590243902439","0.897131276677935","31362000.0","11872000.0","37.9494194844825","20622000.0","65.9192156847201","675170.0","7.42474578023227","1.4580065046872","5.02842136864643","9093510.0","6307525","0.510040038490118","9984670.0","3.44883328879608","79.888","0.994818992055702"
"Canada","2004","10.5","7.2","1.53","82.4","77.4","79.8390243902439","0.996232738932617","31676000.0","13291000.0","42.0712688116672","20612000.0","65.2451277365198","675350.0","7.4267252139163","1.43872332365198","5.01159618233223","9093510.0","6345653","0.602664649184009","9984670.0","3.48336340972848","79.967","1.09507087999595"
"Canada","2005","10.65","7.25","1.53","82.6","77.8","80.1414634146341","1.00203442432575","31995000.0","15020000.0","47.0638664815028","20563000.0","64.4323759293704","675510.0","7.42848471052432","1.4195655571183","4.99466102748004","9093510.0","6384602","0.611914239478708","9984670.0","3.51844337335088","80.045","1.09952778043555"
"Canada","2006","10.65","7.1","1.54","82.7","78.0","80.2926829268293","0.985903766968816","32312000.0","17016600.0","52.7595927857087","18148000.0","56.2674735185079","675690.0","7.43046414420834","1.40090368903194","4.97783584116584","9093510.0","6422979","0.599287482275541","9984670.0","3.55330339989729","80.122","1.08205383257025"
"Canada","2007","10.9","7.0","1.5862","83.0","78.4","80.6439024390244","0.796844597283984","32570505.0","18749100.0","57.4932053568209","18236000.0","55.9198091048096","659540.0","7.25286495533628","1.3850568175102","4.96090068631365","9093510.0","6444726","0.338009314093002","9984670.0","3.58173081681331","80.213","0.910354880148743"
"Canada","2008","11.2","7.1","1.6589","82.748","78.105","80.3698780487805","0.969853611087127","32887928.0","20277400.0","61.4731075542007","18282026.0","55.4239177905794","652824.0","7.17901008521462","1.35864442417899","4.9137241835111","9093510.0","6447349","0.0406916657899339","9984670.0","3.61663736005129","80.396","1.19773853599003"
"Canada","2009","11.3","7.2","1.6808","82.886","78.312","80.5432195121951","1.08219708560653","33245773.0","22092500.0","66.2048772219801","18250000.0","54.6900083422491","646108.0","7.10515521509296","1.33111659037075","4.86654768070855","9093510.0","6456994","0.14948458508938","9984670.0","3.65598905153236","80.578","1.30831924280004"
"Canada","2010","11.3","7.1","1.668","83.023","78.521","80.7170975609756","1.14484018257099","33628571.0","23811900.0","70.5483053196051","18708000.0","55.4268116328043","639402.0","7.0314103135093","1.3032370599393","4.819481146444","9093510.0","6470810","0.213740945637612","9984670.0","3.69808478794217","80.758","1.36797560742517"
"Mexico","1990","28.558","5.519","3.468","73.506","67.445","70.4015853658537","2.02638243426602","84326921.0","8500.0","0.0100798178081232","4847166.0","5.74806472537993","1040500.0","53.5250392242599","0.244820986645534","10.6201291185473","1943950.0","24491911","0.339819350181264","1964380.0","43.3791615010674","70.956","2.72502261890175"
"Mexico","1991","28.235","5.418","3.375","73.831","67.905","70.7957317073171","2.05411293796209","86077004.0","63926.0","0.0742660606542486","5354500.0","6.22059290074734","1051510.0","54.0914118161475","0.252064999845952","11.1612953008051","1943950.0","24601669","0.447138639588408","1964380.0","44.2794331129916","71.419","2.70450963053413"
"Mexico","1992","27.919","5.318","3.285","74.153","68.37","71.1909756097561","2.08448111196402","87890094.0","160898.0","0.183067274908137","6024800.0","6.85492497027026","1061540.0","54.6073715887754","0.254988918318827","11.528588698269","1943950.0","24770944","0.685706722739102","1964380.0","45.2121165667841","71.816","2.63881725766936"
"Mexico","1993","27.599","5.217","3.199","74.47","68.839","71.5858292682927","2.10291219413524","89757916.0","312647.0","0.348322481105733","6753652.0","7.52429679851301","1061770.0","54.6192031688058","0.250362319018191","11.5599681061756","1943950.0","24944622","0.698689446808574","1964380.0","46.1729550657167","72.209","2.64865266041821"
"Mexico","1994","27.267","5.117","3.117","74.778","69.311","71.9778292682927","2.09024951502912","91653826.0","386132.0","0.421293923943775","7620880.0","8.31485201719784","1061800.0","54.620746418375","0.24569623531046","11.5841456827593","1943950.0","25114981","0.680627282086841","1964380.0","47.148242495949","72.598","2.62751758215702"
"Mexico","1995","26.914","5.019","3.04","75.079","69.778","72.3638536585366","2.03872920669974","93541577.0","569251.0","0.608553990916788","8492521.0","9.07887302348987","1061900.0","54.6258905836055","0.240951678631631","11.5944340132205","1943950.0","25270257","0.61635708289209","1964380.0","48.1193328017696","72.985","2.5703853777162"
"Mexico","1996","26.529","4.926","2.966","75.373","70.229","72.7382682926829","1.95954887587365","95392647.0","688513.0","0.721767370602474","8801030.0","9.22610942958738","1061950.0","54.6284626662208","0.236391385595999","11.6000925949742","1943950.0","25404970","0.531673266445572","1964380.0","49.0715537951079","73.368","2.48294174581747"
"Mexico","1997","26.106","4.842","2.896","75.658","70.649","73.0924146341464","1.87849829348854","97201533.0","1021900.0","1.05132086754228","8826148.0","9.08025596674489","1063100.0","54.6876205663726","0.233607426747066","11.6808559890944","1943950.0","25593164","0.738046040123385","1964380.0","50.0020746418375","73.67","2.28927689160318"
"Mexico","1998","25.65","4.769","2.831","75.936","71.029","73.4226585365854","1.80157207837551","98968558.0","1740814.0","1.75895661731274","9253715.0","9.35015644059399","1063100.0","54.6876205663726","0.230093278715852","11.7142930630932","1943950.0","25802093","0.813032809187886","1964380.0","50.9110614984953","73.929","2.15252349681956"
"Mexico","1999","25.168","4.708","2.77","76.206","71.365","73.7264634146342","1.71337129967173","100678867.0","3349475.0","3.32688984273134","9926879.0","9.85994310007482","1063250.0","54.6953368142185","0.226631473713346","11.7374418066308","1943950.0","25989243","0.722710897385956","1964380.0","51.7908727076314","74.186","2.06039926361063"
"Mexico","2000","24.665","4.66","2.712","76.471","71.658","74.0058048780488","1.61377799231759","102316781.0","7731635.0","7.55656591659192","10927385.0","10.6799538582044","1063260.0","54.6958512307415","0.223853797746041","11.7821960441369","1943950.0","26151146","0.621029200039993","1964380.0","52.6334427325806","74.441","1.95691965014619"
"Mexico","2001","24.148","4.624","2.659","76.732","71.916","74.2652682926829","1.51011460861062","103873607.0","14077880.0","13.5528941437453","12331676.0","11.8718087839195","1063300.0","54.6979088968338","0.220354338903433","11.7744797962911","1943950.0","26257170","0.404608095559407","1964380.0","53.434299750508","74.722","1.88688450527774"
"Mexico","2002","23.627","4.597","2.61","76.99","72.15","74.5109756097561","1.40172036702289","105339877.0","21757559.0","20.6546273069979","13774146.0","13.075908565946","1065500.0","54.8110805319067","0.219612939172124","11.9005118444404","1943950.0","26287566","0.115695712661101","1964380.0","54.1885732657733","75.045","1.83305761203365"
"Mexico","2003","23.112","4.575","2.565","77.246","72.374","74.7505853658537","1.30508398946144","106723661.0","25928266.0","24.29476814893","14975085.0","14.0316447727557","1049000.0","53.9622932688598","0.235186834529599","12.9118547287739","1943950.0","26291374","0.0144848869401326","1964380.0","54.9004146197176","75.365","1.73058772856398"
"Mexico","2004","22.611","4.556","2.523","77.501","72.602","74.991756097561","1.24096123444586","108056312.0","30097700.0","27.8537176060571","16330066.0","15.1125516850881","1045000.0","53.7565266596363","0.232286291614321","12.9118547287739","1943950.0","26277134","-0.05417692413223","1964380.0","55.5859523135883","75.682","1.6606988353278"
"Mexico","2005","22.128","4.538","2.484","77.754","72.839","75.2365609756098","1.2189729952969","109381550.0","38451135.0","35.1532182529869","18073238.0","16.5231138158126","1041000.0","53.5507600504128","0.229471972192751","12.9118547287739","1943950.0","26254853","-0.0848283212134649","1964380.0","56.2676766377736","75.997","1.63432502765473"
"Mexico","2006","21.666","4.522","2.448","78.004","73.087","75.4855365853659","1.22690675376924","110731826.0","47128746.0","42.5611567174915","19512024.0","17.620971950738","1035000.0","53.2421101365776","0.225770683127722","12.860413076468","1943950.0","26234584","-0.0772307807663115","1964380.0","56.9622809228632","76.308","1.63529809719802"
"Mexico","2007","21.221","4.507","2.413","78.25","73.343","75.7366585365854","1.24289434604637","112116694.0","55395461.0","49.408753526036","19861299.0","17.7148453913563","1025000.0","52.7276936135189","0.218522319254258","12.6032048149387","1943950.0","26216247","-0.0699207253630161","1964380.0","57.6746799043185","76.617","1.6470137924724"
"Mexico","2008","20.789","4.495","2.379","78.488","73.6","75.9843902439024","1.25252852857712","113529819.0","66559462.0","58.6272950897596","19997903.0","17.6146700277924","1023810.0","52.6664780472749","0.215388346562941","12.5790272383549","1943950.0","26199276","-0.0647556281868503","1964380.0","58.4016147534659","76.923","1.65112314989511"
"Mexico","2009","20.365","4.488","2.346","78.719","73.853","76.2266585365854","1.25886431138021","114968039.0","75303469.0","65.4994811210096","20491430.0","17.8235883452792","1029020.0","52.9344890557885","0.218773845485875","12.9386043879729","1943950.0","26181672","-0.067215280879508","1964380.0","59.1414588852594","77.227","1.65328492363316"
"Mexico","2010","19.949","4.486","2.313","78.941","74.1","76.4614634146341","1.25738121175646","116422752.0","83193574.0","71.4581751168363","19505573.0","16.7540903001503","1028330.0","52.8989943156974","0.215361684630166","12.8979654826513","1943950.0","26163685","-0.068724340567378","1964380.0","59.8897872887677","77.527","1.64509441034289"
